,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
30477,14094850,55058,NIFTY22JUL17650PE,NIFTY,0,2022-07-28,17650.0,0.05,50,PE,NFO-OPT,NFO
30478,14095106,55059,NIFTY22JUL17700CE,NIFTY,0,2022-07-28,17700.0,0.05,50,CE,NFO-OPT,NFO
30479,14095874,55062,NIFTY22JUL17700PE,NIFTY,0,2022-07-28,17700.0,0.05,50,PE,NFO-OPT,NFO
30480,14096386,55064,NIFTY22JUL17750CE,NIFTY,0,2022-07-28,17750.0,0.05,50,CE,NFO-OPT,NFO
30481,14096642,55065,NIFTY22JUL17750PE,NIFTY,0,2022-07-28,17750.0,0.05,50,PE,NFO-OPT,NFO
30482,14100226,55079,NIFTY22JUL17800CE,NIFTY,0,2022-07-28,17800.0,0.05,50,CE,NFO-OPT,NFO
30483,14100482,55080,NIFTY22JUL17800PE,NIFTY,0,2022-07-28,17800.0,0.05,50,PE,NFO-OPT,NFO
30484,14100738,55081,NIFTY22JUL17850CE,NIFTY,0,2022-07-28,17850.0,0.05,50,CE,NFO-OPT,NFO
30485,14102018,55086,NIFTY22JUL17850PE,NIFTY,0,2022-07-28,17850.0,0.05,50,PE,NFO-OPT,NFO
30486,14102274,55087,NIFTY22JUL17900CE,NIFTY,0,2022-07-28,17900.0,0.05,50,CE,NFO-OPT,NFO
30487,14102530,55088,NIFTY22JUL17900PE,NIFTY,0,2022-07-28,17900.0,0.05,50,PE,NFO-OPT,NFO
30488,14102786,55089,NIFTY22JUL17950CE,NIFTY,0,2022-07-28,17950.0,0.05,50,CE,NFO-OPT,NFO
30489,14103042,55090,NIFTY22JUL17950PE,NIFTY,0,2022-07-28,17950.0,0.05,50,PE,NFO-OPT,NFO
30490,14104578,55096,NIFTY22JUL18000CE,NIFTY,0,2022-07-28,18000.0,0.05,50,CE,NFO-OPT,NFO
30491,14104834,55097,NIFTY22JUL18000PE,NIFTY,0,2022-07-28,18000.0,0.05,50,PE,NFO-OPT,NFO
30492,14105602,55100,NIFTY22JUL18050CE,NIFTY,0,2022-07-28,18050.0,0.05,50,CE,NFO-OPT,NFO
30493,14105858,55101,NIFTY22JUL18050PE,NIFTY,0,2022-07-28,18050.0,0.05,50,PE,NFO-OPT,NFO
30494,14106882,55105,NIFTY22JUL18100CE,NIFTY,0,2022-07-28,18100.0,0.05,50,CE,NFO-OPT,NFO
30495,14107138,55106,NIFTY22JUL18100PE,NIFTY,0,2022-07-28,18100.0,0.05,50,PE,NFO-OPT,NFO
30496,14113538,55131,NIFTY22JUL18150CE,NIFTY,0,2022-07-28,18150.0,0.05,50,CE,NFO-OPT,NFO
30497,14113794,55132,NIFTY22JUL18150PE,NIFTY,0,2022-07-28,18150.0,0.05,50,PE,NFO-OPT,NFO
30498,14115842,55140,NIFTY22JUL18200CE,NIFTY,0,2022-07-28,18200.0,0.05,50,CE,NFO-OPT,NFO
30499,14116098,55141,NIFTY22JUL18200PE,NIFTY,0,2022-07-28,18200.0,0.05,50,PE,NFO-OPT,NFO
30500,14116354,55142,NIFTY22JUL18250CE,NIFTY,0,2022-07-28,18250.0,0.05,50,CE,NFO-OPT,NFO
30501,14116610,55143,NIFTY22JUL18250PE,NIFTY,0,2022-07-28,18250.0,0.05,50,PE,NFO-OPT,NFO
30502,14118402,55150,NIFTY22JUL18300CE,NIFTY,0,2022-07-28,18300.0,0.05,50,CE,NFO-OPT,NFO
30503,14118658,55151,NIFTY22JUL18300PE,NIFTY,0,2022-07-28,18300.0,0.05,50,PE,NFO-OPT,NFO
30504,14118914,55152,NIFTY22JUL18350CE,NIFTY,0,2022-07-28,18350.0,0.05,50,CE,NFO-OPT,NFO
30505,14119170,55153,NIFTY22JUL18350PE,NIFTY,0,2022-07-28,18350.0,0.05,50,PE,NFO-OPT,NFO
30506,14119426,55154,NIFTY22JUL18400CE,NIFTY,0,2022-07-28,18400.0,0.05,50,CE,NFO-OPT,NFO
30507,14119682,55155,NIFTY22JUL18400PE,NIFTY,0,2022-07-28,18400.0,0.05,50,PE,NFO-OPT,NFO
30508,14121474,55162,NIFTY22JUL18450CE,NIFTY,0,2022-07-28,18450.0,0.05,50,CE,NFO-OPT,NFO
30509,14121730,55163,NIFTY22JUL18450PE,NIFTY,0,2022-07-28,18450.0,0.05,50,PE,NFO-OPT,NFO
30510,14121986,55164,NIFTY22JUL18500CE,NIFTY,0,2022-07-28,18500.0,0.05,50,CE,NFO-OPT,NFO
30511,14122242,55165,NIFTY22JUL18500PE,NIFTY,0,2022-07-28,18500.0,0.05,50,PE,NFO-OPT,NFO
30512,14124546,55174,NIFTY22JUL18550CE,NIFTY,0,2022-07-28,18550.0,0.05,50,CE,NFO-OPT,NFO
30513,14124802,55175,NIFTY22JUL18550PE,NIFTY,0,2022-07-28,18550.0,0.05,50,PE,NFO-OPT,NFO
30514,14125058,55176,NIFTY22JUL18600CE,NIFTY,0,2022-07-28,18600.0,0.05,50,CE,NFO-OPT,NFO
30515,14125314,55177,NIFTY22JUL18600PE,NIFTY,0,2022-07-28,18600.0,0.05,50,PE,NFO-OPT,NFO
30516,14125570,55178,NIFTY22JUL18650CE,NIFTY,0,2022-07-28,18650.0,0.05,50,CE,NFO-OPT,NFO
30517,14125826,55179,NIFTY22JUL18650PE,NIFTY,0,2022-07-28,18650.0,0.05,50,PE,NFO-OPT,NFO
30518,14126082,55180,NIFTY22JUL18700CE,NIFTY,0,2022-07-28,18700.0,0.05,50,CE,NFO-OPT,NFO
30519,14126338,55181,NIFTY22JUL18700PE,NIFTY,0,2022-07-28,18700.0,0.05,50,PE,NFO-OPT,NFO
30520,14127618,55186,NIFTY22JUL18750CE,NIFTY,0,2022-07-28,18750.0,0.05,50,CE,NFO-OPT,NFO
30521,14127874,55187,NIFTY22JUL18750PE,NIFTY,0,2022-07-28,18750.0,0.05,50,PE,NFO-OPT,NFO
30522,9875202,38575,NIFTY2270713800CE,NIFTY,0,2022-07-07,13800.0,0.05,50,CE,NFO-OPT,NFO
30523,9875458,38576,NIFTY2270713800PE,NIFTY,0,2022-07-07,13800.0,0.05,50,PE,NFO-OPT,NFO
30524,12431362,48560,NIFTY2270713850CE,NIFTY,0,2022-07-07,13850.0,0.05,50,CE,NFO-OPT,NFO
30525,12433666,48569,NIFTY2270713850PE,NIFTY,0,2022-07-07,13850.0,0.05,50,PE,NFO-OPT,NFO
30526,12433922,48570,NIFTY2270713900CE,NIFTY,0,2022-07-07,13900.0,0.05,50,CE,NFO-OPT,NFO
30527,12434178,48571,NIFTY2270713900PE,NIFTY,0,2022-07-07,13900.0,0.05,50,PE,NFO-OPT,NFO
30528,12437762,48585,NIFTY2270713950CE,NIFTY,0,2022-07-07,13950.0,0.05,50,CE,NFO-OPT,NFO
30529,12438018,48586,NIFTY2270713950PE,NIFTY,0,2022-07-07,13950.0,0.05,50,PE,NFO-OPT,NFO
30530,12442370,48603,NIFTY2270714000CE,NIFTY,0,2022-07-07,14000.0,0.05,50,CE,NFO-OPT,NFO
30531,12442626,48604,NIFTY2270714000PE,NIFTY,0,2022-07-07,14000.0,0.05,50,PE,NFO-OPT,NFO
30532,12442882,48605,NIFTY2270714050CE,NIFTY,0,2022-07-07,14050.0,0.05,50,CE,NFO-OPT,NFO
30533,12443138,48606,NIFTY2270714050PE,NIFTY,0,2022-07-07,14050.0,0.05,50,PE,NFO-OPT,NFO
30534,12443906,48609,NIFTY2270714100CE,NIFTY,0,2022-07-07,14100.0,0.05,50,CE,NFO-OPT,NFO
30535,12444162,48610,NIFTY2270714100PE,NIFTY,0,2022-07-07,14100.0,0.05,50,PE,NFO-OPT,NFO
30536,12445954,48617,NIFTY2270714150CE,NIFTY,0,2022-07-07,14150.0,0.05,50,CE,NFO-OPT,NFO
30537,12446466,48619,NIFTY2270714150PE,NIFTY,0,2022-07-07,14150.0,0.05,50,PE,NFO-OPT,NFO
30538,9796098,38266,NIFTY2270714200CE,NIFTY,0,2022-07-07,14200.0,0.05,50,CE,NFO-OPT,NFO
30539,9796354,38267,NIFTY2270714200PE,NIFTY,0,2022-07-07,14200.0,0.05,50,PE,NFO-OPT,NFO
30540,11494914,44902,NIFTY2270714250CE,NIFTY,0,2022-07-07,14250.0,0.05,50,CE,NFO-OPT,NFO
30541,11495170,44903,NIFTY2270714250PE,NIFTY,0,2022-07-07,14250.0,0.05,50,PE,NFO-OPT,NFO
30542,13989890,54648,NIFTY2270714300CE,NIFTY,0,2022-07-07,14300.0,0.05,50,CE,NFO-OPT,NFO
30543,13990146,54649,NIFTY2270714300PE,NIFTY,0,2022-07-07,14300.0,0.05,50,PE,NFO-OPT,NFO
30544,13990402,54650,NIFTY2270714350CE,NIFTY,0,2022-07-07,14350.0,0.05,50,CE,NFO-OPT,NFO
30545,13990658,54651,NIFTY2270714350PE,NIFTY,0,2022-07-07,14350.0,0.05,50,PE,NFO-OPT,NFO
30546,13990914,54652,NIFTY2270714400CE,NIFTY,0,2022-07-07,14400.0,0.05,50,CE,NFO-OPT,NFO
30547,13993986,54664,NIFTY2270714400PE,NIFTY,0,2022-07-07,14400.0,0.05,50,PE,NFO-OPT,NFO
30548,13994242,54665,NIFTY2270714450CE,NIFTY,0,2022-07-07,14450.0,0.05,50,CE,NFO-OPT,NFO
30549,14006530,54713,NIFTY2270714450PE,NIFTY,0,2022-07-07,14450.0,0.05,50,PE,NFO-OPT,NFO
30550,14006786,54714,NIFTY2270714500CE,NIFTY,0,2022-07-07,14500.0,0.05,50,CE,NFO-OPT,NFO
30551,14007042,54715,NIFTY2270714500PE,NIFTY,0,2022-07-07,14500.0,0.05,50,PE,NFO-OPT,NFO
30552,14007298,54716,NIFTY2270714550CE,NIFTY,0,2022-07-07,14550.0,0.05,50,CE,NFO-OPT,NFO
30553,14010114,54727,NIFTY2270714550PE,NIFTY,0,2022-07-07,14550.0,0.05,50,PE,NFO-OPT,NFO
30554,14010370,54728,NIFTY2270714600CE,NIFTY,0,2022-07-07,14600.0,0.05,50,CE,NFO-OPT,NFO
30555,14010626,54729,NIFTY2270714600PE,NIFTY,0,2022-07-07,14600.0,0.05,50,PE,NFO-OPT,NFO
30556,10164482,39705,NIFTY2270714650CE,NIFTY,0,2022-07-07,14650.0,0.05,50,CE,NFO-OPT,NFO
30557,10164738,39706,NIFTY2270714650PE,NIFTY,0,2022-07-07,14650.0,0.05,50,PE,NFO-OPT,NFO
30558,10247938,40031,NIFTY2270714700CE,NIFTY,0,2022-07-07,14700.0,0.05,50,CE,NFO-OPT,NFO
30559,10248194,40032,NIFTY2270714700PE,NIFTY,0,2022-07-07,14700.0,0.05,50,PE,NFO-OPT,NFO
30560,12427010,48543,NIFTY2270714750CE,NIFTY,0,2022-07-07,14750.0,0.05,50,CE,NFO-OPT,NFO
30561,12427266,48544,NIFTY2270714750PE,NIFTY,0,2022-07-07,14750.0,0.05,50,PE,NFO-OPT,NFO
30562,11801858,46101,NIFTY2270714800CE,NIFTY,0,2022-07-07,14800.0,0.05,50,CE,NFO-OPT,NFO
30563,11802114,46102,NIFTY2270714800PE,NIFTY,0,2022-07-07,14800.0,0.05,50,PE,NFO-OPT,NFO
30564,11802370,46103,NIFTY2270714850CE,NIFTY,0,2022-07-07,14850.0,0.05,50,CE,NFO-OPT,NFO
30565,11802626,46104,NIFTY2270714850PE,NIFTY,0,2022-07-07,14850.0,0.05,50,PE,NFO-OPT,NFO
30566,10859010,42418,NIFTY2270714900CE,NIFTY,0,2022-07-07,14900.0,0.05,50,CE,NFO-OPT,NFO
30567,10859266,42419,NIFTY2270714900PE,NIFTY,0,2022-07-07,14900.0,0.05,50,PE,NFO-OPT,NFO
30568,10859522,42420,NIFTY2270714950CE,NIFTY,0,2022-07-07,14950.0,0.05,50,CE,NFO-OPT,NFO
30569,10859778,42421,NIFTY2270714950PE,NIFTY,0,2022-07-07,14950.0,0.05,50,PE,NFO-OPT,NFO
30570,10860034,42422,NIFTY2270715000CE,NIFTY,0,2022-07-07,15000.0,0.05,50,CE,NFO-OPT,NFO
30571,10860290,42423,NIFTY2270715000PE,NIFTY,0,2022-07-07,15000.0,0.05,50,PE,NFO-OPT,NFO
30572,10860802,42425,NIFTY2270715050CE,NIFTY,0,2022-07-07,15050.0,0.05,50,CE,NFO-OPT,NFO
30573,10861058,42426,NIFTY2270715050PE,NIFTY,0,2022-07-07,15050.0,0.05,50,PE,NFO-OPT,NFO
30574,10861570,42428,NIFTY2270715100CE,NIFTY,0,2022-07-07,15100.0,0.05,50,CE,NFO-OPT,NFO
30575,10861826,42429,NIFTY2270715100PE,NIFTY,0,2022-07-07,15100.0,0.05,50,PE,NFO-OPT,NFO
30576,10862082,42430,NIFTY2270715150CE,NIFTY,0,2022-07-07,15150.0,0.05,50,CE,NFO-OPT,NFO
30577,10862338,42431,NIFTY2270715150PE,NIFTY,0,2022-07-07,15150.0,0.05,50,PE,NFO-OPT,NFO
30578,10471426,40904,NIFTY2270715200CE,NIFTY,0,2022-07-07,15200.0,0.05,50,CE,NFO-OPT,NFO
30579,10471682,40905,NIFTY2270715200PE,NIFTY,0,2022-07-07,15200.0,0.05,50,PE,NFO-OPT,NFO
30580,10471938,40906,NIFTY2270715250CE,NIFTY,0,2022-07-07,15250.0,0.05,50,CE,NFO-OPT,NFO
30581,10472194,40907,NIFTY2270715250PE,NIFTY,0,2022-07-07,15250.0,0.05,50,PE,NFO-OPT,NFO
30582,10472450,40908,NIFTY2270715300CE,NIFTY,0,2022-07-07,15300.0,0.05,50,CE,NFO-OPT,NFO
30583,10472706,40909,NIFTY2270715300PE,NIFTY,0,2022-07-07,15300.0,0.05,50,PE,NFO-OPT,NFO
30584,10472962,40910,NIFTY2270715350CE,NIFTY,0,2022-07-07,15350.0,0.05,50,CE,NFO-OPT,NFO
30585,10473474,40912,NIFTY2270715350PE,NIFTY,0,2022-07-07,15350.0,0.05,50,PE,NFO-OPT,NFO
30586,10473730,40913,NIFTY2270715400CE,NIFTY,0,2022-07-07,15400.0,0.05,50,CE,NFO-OPT,NFO
30587,10474242,40915,NIFTY2270715400PE,NIFTY,0,2022-07-07,15400.0,0.05,50,PE,NFO-OPT,NFO
30588,10474754,40917,NIFTY2270715450CE,NIFTY,0,2022-07-07,15450.0,0.05,50,CE,NFO-OPT,NFO
30589,10475010,40918,NIFTY2270715450PE,NIFTY,0,2022-07-07,15450.0,0.05,50,PE,NFO-OPT,NFO
30590,10475522,40920,NIFTY2270715500CE,NIFTY,0,2022-07-07,15500.0,0.05,50,CE,NFO-OPT,NFO
30591,10475778,40921,NIFTY2270715500PE,NIFTY,0,2022-07-07,15500.0,0.05,50,PE,NFO-OPT,NFO
30592,10477570,40928,NIFTY2270715550CE,NIFTY,0,2022-07-07,15550.0,0.05,50,CE,NFO-OPT,NFO
30593,10477826,40929,NIFTY2270715550PE,NIFTY,0,2022-07-07,15550.0,0.05,50,PE,NFO-OPT,NFO
30594,10478082,40930,NIFTY2270715600CE,NIFTY,0,2022-07-07,15600.0,0.05,50,CE,NFO-OPT,NFO
30595,10478338,40931,NIFTY2270715600PE,NIFTY,0,2022-07-07,15600.0,0.05,50,PE,NFO-OPT,NFO
30596,10478594,40932,NIFTY2270715650CE,NIFTY,0,2022-07-07,15650.0,0.05,50,CE,NFO-OPT,NFO
30597,10478850,40933,NIFTY2270715650PE,NIFTY,0,2022-07-07,15650.0,0.05,50,PE,NFO-OPT,NFO
30598,10479106,40934,NIFTY2270715700CE,NIFTY,0,2022-07-07,15700.0,0.05,50,CE,NFO-OPT,NFO
30599,10480898,40941,NIFTY2270715700PE,NIFTY,0,2022-07-07,15700.0,0.05,50,PE,NFO-OPT,NFO
30600,10481154,40942,NIFTY2270715750CE,NIFTY,0,2022-07-07,15750.0,0.05,50,CE,NFO-OPT,NFO
30601,10481410,40943,NIFTY2270715750PE,NIFTY,0,2022-07-07,15750.0,0.05,50,PE,NFO-OPT,NFO
30602,10481666,40944,NIFTY2270715800CE,NIFTY,0,2022-07-07,15800.0,0.05,50,CE,NFO-OPT,NFO
30603,10482178,40946,NIFTY2270715800PE,NIFTY,0,2022-07-07,15800.0,0.05,50,PE,NFO-OPT,NFO
30604,10482434,40947,NIFTY2270715850CE,NIFTY,0,2022-07-07,15850.0,0.05,50,CE,NFO-OPT,NFO
30605,10482690,40948,NIFTY2270715850PE,NIFTY,0,2022-07-07,15850.0,0.05,50,PE,NFO-OPT,NFO
30606,10482946,40949,NIFTY2270715900CE,NIFTY,0,2022-07-07,15900.0,0.05,50,CE,NFO-OPT,NFO
30607,10483202,40950,NIFTY2270715900PE,NIFTY,0,2022-07-07,15900.0,0.05,50,PE,NFO-OPT,NFO
30608,10483458,40951,NIFTY2270715950CE,NIFTY,0,2022-07-07,15950.0,0.05,50,CE,NFO-OPT,NFO
30609,10483714,40952,NIFTY2270715950PE,NIFTY,0,2022-07-07,15950.0,0.05,50,PE,NFO-OPT,NFO
30610,10484994,40957,NIFTY2270716000CE,NIFTY,0,2022-07-07,16000.0,0.05,50,CE,NFO-OPT,NFO
30611,10485250,40958,NIFTY2270716000PE,NIFTY,0,2022-07-07,16000.0,0.05,50,PE,NFO-OPT,NFO
30612,10487810,40968,NIFTY2270716050CE,NIFTY,0,2022-07-07,16050.0,0.05,50,CE,NFO-OPT,NFO
30613,10488066,40969,NIFTY2270716050PE,NIFTY,0,2022-07-07,16050.0,0.05,50,PE,NFO-OPT,NFO
30614,10488322,40970,NIFTY2270716100CE,NIFTY,0,2022-07-07,16100.0,0.05,50,CE,NFO-OPT,NFO
30615,10488578,40971,NIFTY2270716100PE,NIFTY,0,2022-07-07,16100.0,0.05,50,PE,NFO-OPT,NFO
30616,10489090,40973,NIFTY2270716150CE,NIFTY,0,2022-07-07,16150.0,0.05,50,CE,NFO-OPT,NFO
30617,10489346,40974,NIFTY2270716150PE,NIFTY,0,2022-07-07,16150.0,0.05,50,PE,NFO-OPT,NFO
30618,10489602,40975,NIFTY2270716200CE,NIFTY,0,2022-07-07,16200.0,0.05,50,CE,NFO-OPT,NFO
30619,10489858,40976,NIFTY2270716200PE,NIFTY,0,2022-07-07,16200.0,0.05,50,PE,NFO-OPT,NFO
30620,10490370,40978,NIFTY2270716250CE,NIFTY,0,2022-07-07,16250.0,0.05,50,CE,NFO-OPT,NFO
30621,10490626,40979,NIFTY2270716250PE,NIFTY,0,2022-07-07,16250.0,0.05,50,PE,NFO-OPT,NFO
30622,10490882,40980,NIFTY2270716300CE,NIFTY,0,2022-07-07,16300.0,0.05,50,CE,NFO-OPT,NFO
30623,10491394,40982,NIFTY2270716300PE,NIFTY,0,2022-07-07,16300.0,0.05,50,PE,NFO-OPT,NFO
30624,10492162,40985,NIFTY2270716350CE,NIFTY,0,2022-07-07,16350.0,0.05,50,CE,NFO-OPT,NFO
30625,10492418,40986,NIFTY2270716350PE,NIFTY,0,2022-07-07,16350.0,0.05,50,PE,NFO-OPT,NFO
30626,10492674,40987,NIFTY2270716400CE,NIFTY,0,2022-07-07,16400.0,0.05,50,CE,NFO-OPT,NFO
30627,10492930,40988,NIFTY2270716400PE,NIFTY,0,2022-07-07,16400.0,0.05,50,PE,NFO-OPT,NFO
30628,10493442,40990,NIFTY2270716450CE,NIFTY,0,2022-07-07,16450.0,0.05,50,CE,NFO-OPT,NFO
30629,10493698,40991,NIFTY2270716450PE,NIFTY,0,2022-07-07,16450.0,0.05,50,PE,NFO-OPT,NFO
30630,10498050,41008,NIFTY2270716500CE,NIFTY,0,2022-07-07,16500.0,0.05,50,CE,NFO-OPT,NFO
30631,10498306,41009,NIFTY2270716500PE,NIFTY,0,2022-07-07,16500.0,0.05,50,PE,NFO-OPT,NFO
30632,10499842,41015,NIFTY2270716550CE,NIFTY,0,2022-07-07,16550.0,0.05,50,CE,NFO-OPT,NFO
30633,10500098,41016,NIFTY2270716550PE,NIFTY,0,2022-07-07,16550.0,0.05,50,PE,NFO-OPT,NFO
30634,10500354,41017,NIFTY2270716600CE,NIFTY,0,2022-07-07,16600.0,0.05,50,CE,NFO-OPT,NFO
30635,10501378,41021,NIFTY2270716600PE,NIFTY,0,2022-07-07,16600.0,0.05,50,PE,NFO-OPT,NFO
30636,10501634,41022,NIFTY2270716650CE,NIFTY,0,2022-07-07,16650.0,0.05,50,CE,NFO-OPT,NFO
30637,10503170,41028,NIFTY2270716650PE,NIFTY,0,2022-07-07,16650.0,0.05,50,PE,NFO-OPT,NFO
30638,10503426,41029,NIFTY2270716700CE,NIFTY,0,2022-07-07,16700.0,0.05,50,CE,NFO-OPT,NFO
30639,10504450,41033,NIFTY2270716700PE,NIFTY,0,2022-07-07,16700.0,0.05,50,PE,NFO-OPT,NFO
30640,10504706,41034,NIFTY2270716750CE,NIFTY,0,2022-07-07,16750.0,0.05,50,CE,NFO-OPT,NFO
30641,10504962,41035,NIFTY2270716750PE,NIFTY,0,2022-07-07,16750.0,0.05,50,PE,NFO-OPT,NFO
30642,10508546,41049,NIFTY2270716800CE,NIFTY,0,2022-07-07,16800.0,0.05,50,CE,NFO-OPT,NFO
30643,10508802,41050,NIFTY2270716800PE,NIFTY,0,2022-07-07,16800.0,0.05,50,PE,NFO-OPT,NFO
30644,10510594,41057,NIFTY2270716850CE,NIFTY,0,2022-07-07,16850.0,0.05,50,CE,NFO-OPT,NFO
30645,10510850,41058,NIFTY2270716850PE,NIFTY,0,2022-07-07,16850.0,0.05,50,PE,NFO-OPT,NFO
30646,10511362,41060,NIFTY2270716900CE,NIFTY,0,2022-07-07,16900.0,0.05,50,CE,NFO-OPT,NFO
30647,10511618,41061,NIFTY2270716900PE,NIFTY,0,2022-07-07,16900.0,0.05,50,PE,NFO-OPT,NFO
30648,10511874,41062,NIFTY2270716950CE,NIFTY,0,2022-07-07,16950.0,0.05,50,CE,NFO-OPT,NFO
30649,10512130,41063,NIFTY2270716950PE,NIFTY,0,2022-07-07,16950.0,0.05,50,PE,NFO-OPT,NFO
30650,10512386,41064,NIFTY2270717000CE,NIFTY,0,2022-07-07,17000.0,0.05,50,CE,NFO-OPT,NFO
30651,10512642,41065,NIFTY2270717000PE,NIFTY,0,2022-07-07,17000.0,0.05,50,PE,NFO-OPT,NFO
30652,10512898,41066,NIFTY2270717050CE,NIFTY,0,2022-07-07,17050.0,0.05,50,CE,NFO-OPT,NFO
30653,10513666,41069,NIFTY2270717050PE,NIFTY,0,2022-07-07,17050.0,0.05,50,PE,NFO-OPT,NFO
30654,10513922,41070,NIFTY2270717100CE,NIFTY,0,2022-07-07,17100.0,0.05,50,CE,NFO-OPT,NFO
30655,10514178,41071,NIFTY2270717100PE,NIFTY,0,2022-07-07,17100.0,0.05,50,PE,NFO-OPT,NFO
30656,10514434,41072,NIFTY2270717150CE,NIFTY,0,2022-07-07,17150.0,0.05,50,CE,NFO-OPT,NFO
30657,10514690,41073,NIFTY2270717150PE,NIFTY,0,2022-07-07,17150.0,0.05,50,PE,NFO-OPT,NFO
30658,10514946,41074,NIFTY2270717200CE,NIFTY,0,2022-07-07,17200.0,0.05,50,CE,NFO-OPT,NFO
30659,10515202,41075,NIFTY2270717200PE,NIFTY,0,2022-07-07,17200.0,0.05,50,PE,NFO-OPT,NFO
30660,10515458,41076,NIFTY2270717250CE,NIFTY,0,2022-07-07,17250.0,0.05,50,CE,NFO-OPT,NFO
30661,10515714,41077,NIFTY2270717250PE,NIFTY,0,2022-07-07,17250.0,0.05,50,PE,NFO-OPT,NFO
30662,10515970,41078,NIFTY2270717300CE,NIFTY,0,2022-07-07,17300.0,0.05,50,CE,NFO-OPT,NFO
30663,10516226,41079,NIFTY2270717300PE,NIFTY,0,2022-07-07,17300.0,0.05,50,PE,NFO-OPT,NFO
30664,10516482,41080,NIFTY2270717350CE,NIFTY,0,2022-07-07,17350.0,0.05,50,CE,NFO-OPT,NFO
30665,10516738,41081,NIFTY2270717350PE,NIFTY,0,2022-07-07,17350.0,0.05,50,PE,NFO-OPT,NFO
30666,10516994,41082,NIFTY2270717400CE,NIFTY,0,2022-07-07,17400.0,0.05,50,CE,NFO-OPT,NFO
30667,10517250,41083,NIFTY2270717400PE,NIFTY,0,2022-07-07,17400.0,0.05,50,PE,NFO-OPT,NFO
30668,10517506,41084,NIFTY2270717450CE,NIFTY,0,2022-07-07,17450.0,0.05,50,CE,NFO-OPT,NFO
30669,10517762,41085,NIFTY2270717450PE,NIFTY,0,2022-07-07,17450.0,0.05,50,PE,NFO-OPT,NFO
30670,10518018,41086,NIFTY2270717500CE,NIFTY,0,2022-07-07,17500.0,0.05,50,CE,NFO-OPT,NFO
30671,10518274,41087,NIFTY2270717500PE,NIFTY,0,2022-07-07,17500.0,0.05,50,PE,NFO-OPT,NFO
30672,10518530,41088,NIFTY2270717550CE,NIFTY,0,2022-07-07,17550.0,0.05,50,CE,NFO-OPT,NFO
30673,10518786,41089,NIFTY2270717550PE,NIFTY,0,2022-07-07,17550.0,0.05,50,PE,NFO-OPT,NFO
30674,10519042,41090,NIFTY2270717600CE,NIFTY,0,2022-07-07,17600.0,0.05,50,CE,NFO-OPT,NFO
30675,10519298,41091,NIFTY2270717600PE,NIFTY,0,2022-07-07,17600.0,0.05,50,PE,NFO-OPT,NFO
30676,10519554,41092,NIFTY2270717650CE,NIFTY,0,2022-07-07,17650.0,0.05,50,CE,NFO-OPT,NFO
30677,10519810,41093,NIFTY2270717650PE,NIFTY,0,2022-07-07,17650.0,0.05,50,PE,NFO-OPT,NFO
30678,10520322,41095,NIFTY2270717700CE,NIFTY,0,2022-07-07,17700.0,0.05,50,CE,NFO-OPT,NFO
30679,10521858,41101,NIFTY2270717700PE,NIFTY,0,2022-07-07,17700.0,0.05,50,PE,NFO-OPT,NFO
30680,10524162,41110,NIFTY2270717750CE,NIFTY,0,2022-07-07,17750.0,0.05,50,CE,NFO-OPT,NFO
30681,10525442,41115,NIFTY2270717750PE,NIFTY,0,2022-07-07,17750.0,0.05,50,PE,NFO-OPT,NFO
30682,10525698,41116,NIFTY2270717800CE,NIFTY,0,2022-07-07,17800.0,0.05,50,CE,NFO-OPT,NFO
30683,10525954,41117,NIFTY2270717800PE,NIFTY,0,2022-07-07,17800.0,0.05,50,PE,NFO-OPT,NFO
30684,10527490,41123,NIFTY2270717850CE,NIFTY,0,2022-07-07,17850.0,0.05,50,CE,NFO-OPT,NFO
30685,10527746,41124,NIFTY2270717850PE,NIFTY,0,2022-07-07,17850.0,0.05,50,PE,NFO-OPT,NFO
30686,10529282,41130,NIFTY2270717900CE,NIFTY,0,2022-07-07,17900.0,0.05,50,CE,NFO-OPT,NFO
30687,10529538,41131,NIFTY2270717900PE,NIFTY,0,2022-07-07,17900.0,0.05,50,PE,NFO-OPT,NFO
30688,10530562,41135,NIFTY2270717950CE,NIFTY,0,2022-07-07,17950.0,0.05,50,CE,NFO-OPT,NFO
30689,10530818,41136,NIFTY2270717950PE,NIFTY,0,2022-07-07,17950.0,0.05,50,PE,NFO-OPT,NFO
30690,10531074,41137,NIFTY2270718000CE,NIFTY,0,2022-07-07,18000.0,0.05,50,CE,NFO-OPT,NFO
30691,10531330,41138,NIFTY2270718000PE,NIFTY,0,2022-07-07,18000.0,0.05,50,PE,NFO-OPT,NFO
30692,10531842,41140,NIFTY2270718050CE,NIFTY,0,2022-07-07,18050.0,0.05,50,CE,NFO-OPT,NFO
30693,10532098,41141,NIFTY2270718050PE,NIFTY,0,2022-07-07,18050.0,0.05,50,PE,NFO-OPT,NFO
30694,10532610,41143,NIFTY2270718100CE,NIFTY,0,2022-07-07,18100.0,0.05,50,CE,NFO-OPT,NFO
30695,10532866,41144,NIFTY2270718100PE,NIFTY,0,2022-07-07,18100.0,0.05,50,PE,NFO-OPT,NFO
